Entity,Year,"GDP per capita, PPP (constant 2021 international $)",Urban population (HYDE estimates and UN projections),Rural population (HYDE estimates and UN projections),Population - Scenario: SSP2 - Sex: All -Age: All -Education: Post Secondary, Population - Scenario: SSP2 - Sex: All -Age: All - Education: Upper Secondary,Population - Scenario: SSP2 - Sex: All - Age: All -Education: Lower Secondary,Population - Scenario: SSP2 - Sex: All -Age: All -Education: Primary,Population - Scenario: SSP2 - Sex: All -Age: All -Education: Incomplete Primary,Population - Scenario: SSP2 - Sex: All -Age: All -Education: None,Population - Scenario: SSP2 - Sex: All -Age: All -Education: Under 15,Individuals using the Internet (% of population),Fixed telephone subscriptions,Fixed broadband subscriptions,Mobile cellular subscriptions,Number of Internet users,65+ years_x,25-64 years_x,15-24 years_x,5-14 years_x,0-4 years_x,65+ years_y,25-64 years_y,15-24 years_y,5-14 years_y,0-4 years_y,Death rate,Birth rate,Other renewables excluding bioenergy - TWh (adapted for visualization of chart electricity-prod-source-stacked),Electricity from bioenergy - TWh (adapted for visualization of chart electricity-prod-source-stacked),Electricity from solar - TWh (adapted for visualization of chart electricity-prod-source-stacked),Electricity from wind - TWh (adapted for visualization of chart electricity-prod-source-stacked),Electricity from hydro - TWh (adapted for visualization of chart electricity-prod-source-stacked),Electricity from nuclear - TWh (adapted for visualization of chart electricity-prod-source-stacked),Electricity from oil - TWh (adapted for visualization of chart electricity-prod-source-stacked),Electricity from gas - TWh (adapted for visualization of chart electricity-prod-source-stacked),Electricity from coal - TWh (adapted for visualization of chart electricity-prod-source-stacked),Access to electricity (% of population),Annual CO₂ emissions
India,2013,5732.2417,404067870.0,869513900.0,,,,,,,,12.3,29033000.0,14900000.0,886000000.0,159387020.0,35836519.0,287874262.0,117491396.0,124010935.0,60728387.0,31303187.0,306598539.0,128731069.0,136627743.0,66609158.0,6.859,20.061,0.0,22.48,3.43,30.01,131.98,33.31,10.65,66.31,847.97,83.1,1995098100.0
India,2014,6079.8438,416636320.0,873292000.0,,,,,,,,13.5,27000100.0,15800000.0,944000000.0,177157420.0,37097598.0,294628543.0,118278941.0,123849668.0,60144295.0,32527342.0,313642995.0,129791949.0,136384894.0,65911332.0,6.77,19.089,0.0,24.68,4.91,33.45,139.0,34.69,11.55,64.01,949.93,85.1,2148343800.0
India,2015,6488.146,429391870.0,876883000.0,97367600.0,219677000.0,149483900.0,134385000.0,56103500.0,276950300.0,375144900.0,14.9,25520000.0,16900000.0,1000000000.0,197875650.0,38600527.0,301092271.0,119068832.0,123528637.0,59422611.0,34010758.0,320385126.0,130874044.0,135972131.0,65048360.0,6.729,18.936,0.0,30.62,6.57,32.74,133.28,38.31,9.26,64.77,1006.55,88.0,2234219500.0
India,2016,6940.626,442334530.0,880286900.0,,,,,,,,16.5,24404000.0,18700000.0,1130000000.0,221750820.0,40204069.0,307496770.0,119980884.0,122963991.0,58867604.0,35594637.0,327113345.0,132050934.0,135296514.0,64352534.0,6.7,18.756,0.0,24.82,11.56,43.45,128.38,37.9,9.41,72.62,1073.6,89.6,2354658000.0
India,2017,7326.607,455464300.0,883503700.0,,,,,,,,18.2,23234700.0,17900000.0,1170000000.0,247457650.0,41899635.0,313869299.0,120912514.0,122280412.0,58261384.0,37271294.0,333858588.0,133185307.0,134494240.0,63599612.0,6.673,17.995,0.0,24.91,21.54,52.63,135.82,37.41,8.79,74.99,1115.24,91.8,2426606800.0
India,2018,7714.34,468781150.0,886533400.0,,,,,,,,20.0813,21868200.0,18200000.0,1180000000.0,276049400.0,43682172.0,320037690.0,121671811.0,121541941.0,57658903.0,39034650.0,340436134.0,134105665.0,133612994.0,62849630.0,6.67,17.91,0.0,27.22,36.33,60.31,139.75,39.05,6.4,71.26,1198.86,95.7,2593057800.0
India,2019,7930.0913,482285120.0,889376000.0,,,,,,,,29.5235,21004500.0,19200000.0,1150000000.0,410090530.0,45542071.0,326006414.0,122225904.0,120604419.0,57282566.0,40873750.0,346858725.0,134784233.0,132489128.0,62332993.0,6.67,17.368,0.0,31.51,46.27,63.31,162.07,45.16,3.07,71.95,1198.76,95.9,2612888000.0
India,2020,7399.531,495976200.0,892031500.0,123808104.0,277042000.0,145671700.0,136514910.0,57877900.0,282824900.0,366226800.0,43.4054,20052200.0,23000000.0,1150000000.0,608812400.0,47373474.0,331935846.0,122639583.0,119628363.0,56846872.0,42600447.0,353261607.0,135251868.0,131315884.0,61733759.0,7.214,16.744,0.0,32.86,58.68,60.43,163.7,44.61,3.09,74.79,1143.78,96.5,2421552000.0
India,2021,8050.0186,509203900.0,892853500.0,,,,,,,,,23773800.0,27600000.0,1150000000.0,654917800.0,48713557.0,337576767.0,122897900.0,118880570.0,56195124.0,43831739.0,359309220.0,135497378.0,130386056.0,60890055.0,9.259,16.491,0.0,36.76,68.31,68.09,160.33,43.92,3.38,59.84,1274.13,99.6,2674221800.0
India,2022,8544.688,522596100.0,893511040.0,,,,,,,,,27454800.0,33500000.0,1140000000.0,,50191896.0,343065448.0,122876166.0,118114502.0,55628418.0,45272686.0,365253646.0,135431208.0,129423606.0,60141125.0,6.576,16.336,0.0,40.74,95.16,70.05,174.92,46.19,3.78,47.04,1380.1,99.2,2831166200.0
India,2023,9160.063,536152770.0,894004100.0,,,,,,,,,,39300000.0,,,52241540.0,348777198.0,122693902.0,117295572.0,55160390.0,47270638.0,371537233.0,135182342.0,128377764.0,59504264.0,6.611,16.146,0.0,39.31,113.41,82.1,149.19,48.19,3.96,51.28,1480.46,,3062324500.0
India,2024,,530387140.0,908248260.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,2025,,542742600.0,909086460.0,155403600.0,326079100.0,157344000.0,137832210.0,56341700.0,263653400.0,348825600.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
British Indian Ocean Territory,1970,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
British Indian Ocean Territory,1971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
British Indian Ocean Territory,1972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
British Indian Ocean Territory,1973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
British Indian Ocean Territory,1974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
British Indian Ocean Territory,1975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
British Indian Ocean Territory,1976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
British Indian Ocean Territory,1977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
British Indian Ocean Territory,1978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
British Indian Ocean Territory,1979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
British Indian Ocean Territory,1980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
British Indian Ocean Territory,1981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
British Indian Ocean Territory,1982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
British Indian Ocean Territory,1983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
British Indian Ocean Territory,1984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
British Indian Ocean Territory,1985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
British Indian Ocean Territory,1986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
British Indian Ocean Territory,1987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
British Indian Ocean Territory,1988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
British Indian Ocean Territory,1989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
British Indian Ocean Territory,1990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
British Indian Ocean Territory,1991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
British Indian Ocean Territory,1992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
British Indian Ocean Territory,1993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
British Indian Ocean Territory,1994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
British Indian Ocean Territory,1995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
British Indian Ocean Territory,1996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
British Indian Ocean Territory,1997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
British Indian Ocean Territory,1998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
British Indian Ocean Territory,1999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
British Indian Ocean Territory,2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
British Indian Ocean Territory,2001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
British Indian Ocean Territory,2002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
British Indian Ocean Territory,2003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
British Indian Ocean Territory,2004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
British Indian Ocean Territory,2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
British Indian Ocean Territory,2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
British Indian Ocean Territory,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
British Indian Ocean Territory,2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
British Indian Ocean Territory,2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
British Indian Ocean Territory,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
British Indian Ocean Territory,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
British Indian Ocean Territory,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
British Indian Ocean Territory,2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
British Indian Ocean Territory,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
British Indian Ocean Territory,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
British Indian Ocean Territory,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
British Indian Ocean Territory,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
British Indian Ocean Territory,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
British Indian Ocean Territory,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
British Indian Ocean Territory,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
British Indian Ocean Territory,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
British Indian Ocean Territory,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
British Indian Ocean Territory,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
British Indian Ocean Territory,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
British Indian Ocean Territory,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iraq,1970,,5733223.0,4184760.0,120900.0,155200.0,298000.0,740100.0,396900.0,3782600.0,4424300.0,,92000.0,,0.0,,250230.0,1718070.0,867768.0,1178296.0,904825.0,172812.0,1602180.0,879067.0,1217377.0,944980.0,10.922,45.643,,,,,,,,,,,23883784.0
Iraq,1971,,6038989.0,4252126.0,,,,,,,,,92000.0,,,,261829.0,1751692.0,896608.0,1241810.0,936342.0,181443.0,1638004.0,907553.0,1284188.0,978336.0,10.48,45.355,,,,,,,,,,,28831858.0
Iraq,1972,,6355695.0,4308552.5,,,,,,,,,92000.0,,,,273009.0,1784737.0,918181.0,1317686.0,968431.0,190107.0,1673368.0,928708.0,1363678.0,1012257.0,10.177,44.916,,,,,,,,,,,29520482.0
Iraq,1973,,6683216.0,4354163.5,,,,,,,,,92000.0,,,,283897.0,1822069.0,928531.0,1407392.0,1000437.0,198686.0,1711995.0,939425.0,1457464.0,1045968.0,9.855,44.423,,,,,,,,,,,30612708.0
Iraq,1974,,7023080.0,4387432.0,,,,,,,,,92000.0,,,,294391.0,1863439.0,941743.0,1496271.0,1031247.0,206723.0,1751838.0,953298.0,1550457.0,1078348.0,10.273,43.959,,,,,,,,,,,30909492.0
Iraq,1975,,7375474.0,4408170.0,252800.0,212600.0,442900.0,1005000.0,529600.0,3831200.0,5410500.0,,,,0.0,,304438.0,1906202.0,960160.0,1583691.0,1060666.0,214144.0,1790937.0,972165.0,1641923.0,1109314.0,9.986,43.417,,,,,,,,,,,33120258.0
Iraq,1976,,7740402.0,4435220.0,,,,,,,,,,,0.0,,314090.0,1953158.0,981390.0,1668474.0,1088538.0,221357.0,1835881.0,995416.0,1730643.0,1138701.0,9.054,42.779,,,,,,,,,,,48735490.0
Iraq,1977,,8116617.0,4450983.0,,,,,,,,,,,0.0,,323633.0,2008922.0,1016349.0,1739573.0,1115879.0,228511.0,1891594.0,1033852.0,1805191.0,1167540.0,8.813,42.081,,,,,,,,,,,43629544.0
Iraq,1978,,8474408.0,4485170.0,,,,,,,,,,,0.0,,333135.0,2072689.0,1062196.0,1801333.0,1143177.0,235508.0,1955441.0,1083469.0,1870036.0,1196367.0,8.606,41.441,,,,,,,,,,,42193084.0
Iraq,1979,,8827984.0,4523572.0,,,,,,,,,,,0.0,,342033.0,2136674.0,1108862.0,1861908.0,1168539.0,242012.0,2019799.0,1133684.0,1933610.0,1223233.0,8.432,40.964,,,,,,,,,,,52823090.0
Iraq,1980,,9188532.0,4555002.0,423200.0,335300.0,625100.0,1376100.0,699700.0,3798900.0,6395000.0,,250000.0,,0.0,,350746.0,2197424.0,1164168.0,1923409.0,1194166.0,247756.0,2075731.0,1190019.0,1998157.0,1250401.0,9.584,40.459,,,,,,,,,,,45358190.0
Iraq,1981,,9557098.0,4533175.0,,,,,,,,,275000.0,,0.0,,359117.0,2254296.0,1227152.0,1984460.0,1220341.0,252221.0,2118366.0,1250013.0,2062263.0,1278142.0,10.396,40.168,,,,,,,,,,,31901494.0
Iraq,1982,,9933722.0,4503289.5,,,,,,,,,300000.0,,0.0,,366899.0,2300208.0,1300840.0,2042184.0,1246313.0,255790.0,2145915.0,1319372.0,2122853.0,1305706.0,10.191,39.924,,,,,,,,,,,30374436.0
Iraq,1983,,10314178.0,4469572.5,,,,,,,,,325446.0,,0.0,,374972.0,2342132.0,1389829.0,2101736.0,1276189.0,259521.0,2168885.0,1404687.0,2185269.0,1337330.0,9.987,39.622,,,,,,,,,,,38465140.0
Iraq,1984,,10693207.0,4437282.0,,,,,,,,,390000.0,,0.0,,382851.0,2395074.0,1480126.0,2162652.0,1310451.0,263045.0,2201899.0,1492034.0,2249064.0,1373524.0,9.834,39.6,,,,,,,,,,,39771004.0
Iraq,1985,,11067000.0,4410228.0,641400.0,454000.0,868200.0,1833200.0,958400.0,3628200.0,7193000.0,,470000.0,,0.0,,387181.0,2438431.0,1558660.0,2206755.0,1337103.0,264061.0,2225945.0,1568151.0,2295422.0,1401713.0,9.739,39.544,,,,,,,,,,,44196436.0
Iraq,1986,,11433677.0,4422859.0,,,,,,,,,560000.0,,0.0,,390967.0,2490963.0,1635698.0,2251178.0,1365288.0,264656.0,2258323.0,1643430.0,2342131.0,1431495.0,9.517,39.027,,,,,,,,,,,47229550.0
Iraq,1987,,11796745.0,4439098.5,,,,,,,,,673965.0,,0.0,,395193.0,2570815.0,1702036.0,2301899.0,1398318.0,265564.0,2316268.0,1709236.0,2395411.0,1466308.0,9.413,38.996,,,,,,,,,,,52183788.0
Iraq,1988,,12070924.0,4544227.5,,,,,,,,,677809.0,,0.0,,396377.0,2655709.0,1751245.0,2344009.0,1427459.0,264194.0,2376080.0,1757051.0,2439732.0,1496947.0,11.178,39.375,,,,,,,,,,,67127420.0
Iraq,1989,,12322502.0,4671957.0,,,,,,,,,675000.0,,0.0,,396789.0,2752150.0,1807016.0,2394403.0,1462758.0,262735.0,2448550.0,1813462.0,2492816.0,1533850.0,11.022,39.635,,,,,,,,,,,72241820.0
Iraq,1990,10735.094,12602436.0,4771331.0,870200.0,599000.0,1092400.0,2239200.0,1299800.0,3357500.0,8010800.0,0.0,712109.0,,0.0,0.0,390532.0,2810504.0,1835593.0,2409016.0,1479495.0,257423.0,2492805.0,1846040.0,2508788.0,1551004.0,11.093,40.589,,,,,,,,,,,49057050.0
Iraq,1991,3819.1619,12913051.0,5043608.0,,,,,,,,0.0,669830.0,,0.0,0.0,384388.0,2863579.0,1857257.0,2416197.0,1498106.0,252186.0,2535712.0,1872850.0,2517050.0,1569917.0,8.993,39.957,,,,,,,,,,,45185440.0
Iraq,1992,4916.264,13251822.0,5287728.5,,,,,,,,0.0,714389.0,,0.0,0.0,387497.0,2970828.0,1910119.0,2467869.0,1549073.0,253299.0,2634002.0,1933820.0,2571547.0,1622788.0,7.136,39.478,,,,,,,,,,,58889384.0
Iraq,1993,6105.0415,13618257.0,5504185.5,,,,,,,,0.0,680210.0,,0.0,0.0,398874.0,3138611.0,1996951.0,2569582.0,1630224.0,260029.0,2791300.0,2030135.0,2677899.0,1707572.0,6.981,38.578,,,,,,,,,,,63129812.0
Iraq,1994,6044.871,14009865.0,5695469.0,,,,,,,,0.0,649207.0,,0.0,0.0,410841.0,3315825.0,2084433.0,2681145.0,1709664.0,267277.0,2959433.0,2126071.0,2794306.0,1790788.0,7.123,38.62,,,,,,,,,,,76436660.0
Iraq,1995,5969.6694,14424121.0,5864105.0,1163800.0,786900.0,1378600.0,2813800.0,1814200.0,3304000.0,8947100.0,0.0,638593.0,,0.0,0.0,417380.0,3455173.0,2143014.0,2764770.0,1760401.0,271196.0,3096433.0,2191754.0,2881640.0,1844079.0,7.153,38.027,,,,,,,,,,,79695130.0
Iraq,1996,6419.3696,14860997.0,6141075.5,,,,,,,,,639699.0,,0.0,,423803.0,3595266.0,2198559.0,2852789.0,1802864.0,275341.0,3236528.0,2253534.0,2973764.0,1888857.0,7.14,37.504,,,,,,,,,,,74709900.0
Iraq,1997,7545.73,15318302.0,6397617.0,,,,,,,,,650616.0,,0.0,,430207.0,3736736.0,2252398.0,2943532.0,1841807.0,279855.0,3380076.0,2312916.0,3068924.0,1930108.0,7.239,37.342,,,,,,,,,,,76173950.0
Iraq,1998,9871.734,15787520.0,6642245.0,,,,,,,,,649963.0,,0.0,,437265.0,3884336.0,2308238.0,3039049.0,1882611.0,285091.0,3531276.0,2373920.0,3169209.0,1973370.0,7.1,36.996,,,,,,,,,,,80837240.0
Iraq,1999,11237.854,16257987.0,6885624.5,,,,,,,,,675000.0,,0.0,,445367.0,4040557.0,2368149.0,3139101.0,1926769.0,291111.0,3692106.0,2438809.0,3274205.0,2020322.0,6.992,36.699,,,,,,,,,,,82042850.0
Iraq,2000,12702.164,16721684.0,7135774.0,1436200.0,1002500.0,1705500.0,3519700.0,2444300.0,3337800.0,10121500.0,,675000.0,,0.0,,454497.0,4204721.0,2431443.0,3241881.0,1973399.0,297816.0,3861378.0,2506737.0,3381945.0,2070203.0,6.801,36.107,0.0,0.0,0.0,0.0,0.61,0.0,25.3,5.99,0.0,96.8,83265550.0
Iraq,2001,12529.608,17212594.0,7345264.0,,,,,,,,0.1,675000.0,,0.0,25197.842,464054.0,4368747.0,2493309.0,3341665.0,2017180.0,304751.0,4031437.0,2572807.0,3486568.0,2117283.0,6.588,35.547,0.0,0.0,0.0,0.0,0.62,0.0,26.39,5.24,0.0,96.9,96332264.0
Iraq,2002,11144.051,17703506.0,7554754.0,,,,,,,,0.5,1128300.0,,20000.0,130032.79,474969.0,4541059.0,2559338.0,3446869.0,2059187.0,312562.0,4209977.0,2642855.0,3597004.0,2162693.0,6.359,34.791,0.0,0.0,0.0,0.0,0.52,0.0,28.86,4.48,0.0,97.1,96539910.0
Iraq,2003,6849.332,18194416.0,7764244.0,,,,,,,,0.6,1183300.0,,80000.0,160815.97,486368.0,4713559.0,2627656.0,3550658.0,2095954.0,320600.0,4385641.0,2713072.0,3706195.0,2202912.0,6.685,34.524,0.0,0.0,0.0,0.0,0.43,0.0,24.94,2.96,0.0,97.2,101266860.0
Iraq,2004,10210.563,18685326.0,7973734.5,,,,,,,,0.9,1034240.0,,574000.0,248200.89,498101.0,4884226.0,2699859.0,3647819.0,2130523.0,328808.0,4554295.0,2784608.0,3808797.0,2240789.0,6.729,34.344,0.0,0.0,0.0,0.0,0.49,0.0,29.9,1.9,0.0,97.3,112803060.0
Iraq,2005,10078.443,19176236.0,8183224.5,1707700.0,1200800.0,2112900.0,4279200.0,3051700.0,3313900.0,11351500.0,0.9,1115000.0,,1530000.0,255667.05,511399.0,5065801.0,2783808.0,3744737.0,2169921.0,338268.0,4730774.0,2867892.0,3911603.0,2283198.0,6.606,33.944,0.0,0.0,0.0,0.0,6.0,0.0,14.4,10.0,0.0,97.4,114019704.0
Iraq,2006,10568.914,19780710.0,8441176.0,,,,,,,,0.952344,1247510.0,26.0,9350000.0,272527.75,513975.0,5137483.0,2812593.0,3750611.0,2167362.0,340633.0,4799955.0,2893287.0,3919589.0,2280968.0,7.101,34.964,0.0,0.0,0.0,0.0,6.1,0.0,13.55,14.18,0.0,97.6,98564010.0
Iraq,2007,10853.816,20385184.0,8699128.0,,,,,,,,0.93,1364510.0,98.0,14000000.0,264041.94,509162.0,5131010.0,2801288.0,3691681.0,2139537.0,338236.0,4791763.0,2877008.0,3860124.0,2251749.0,6.885,34.503,0.0,0.0,0.0,0.0,5.74,0.0,14.56,12.94,0.0,98.1,61086176.0
Iraq,2008,11511.938,20989658.0,8957080.0,,,,,,,,1.0,1082300.0,54.0,17500000.0,289710.4,519110.0,5266984.0,2868588.0,3731974.0,2175732.0,346358.0,4921957.0,2945856.0,3904709.0,2289713.0,5.953,33.649,0.0,0.0,0.0,0.0,3.48,0.0,15.15,18.25,0.0,97.9,93938200.0
Iraq,2009,11470.518,21594134.0,9215032.0,,,,,,,,1.06,1650140.0,121.0,20100000.0,318616.97,538269.0,5492298.0,2982773.0,3834633.0,2251392.0,361405.0,5145200.0,3068082.0,4014700.0,2369405.0,5.48,33.928,0.0,0.0,0.0,0.0,3.23,0.0,16.42,18.2,0.0,98.1,104815390.0
Iraq,2010,11816.841,22198608.0,9472984.0,2025100.0,1362200.0,2477700.0,5146400.0,3700100.0,3235800.0,12824500.0,2.5,1720590.0,3120.0,23300000.0,776134.1,555430.0,5696637.0,3082651.0,3920533.0,2327095.0,375489.0,5353702.0,3177404.0,4107039.0,2449334.0,5.409,34.604,0.0,0.0,0.0,0.0,4.77,0.0,17.22,26.92,0.0,98.4,113536270.0
Iraq,2011,12267.585,22869592.0,9712071.0,,,,,,,,5.0,1794000.0,,25500000.0,1608071.2,574201.0,5919252.0,3190166.0,4021028.0,2424406.0,390635.0,5580939.0,3294311.0,4214419.0,2552014.0,5.299,35.493,0.0,0.0,0.0,0.0,3.4,0.0,16.78,20.62,0.0,98.0,122937330.0
Iraq,2012,13357.015,23542426.0,9949307.0,,,,,,,,7.1,1871000.0,,26800000.0,2389493.8,598540.0,6209802.0,3333014.0,4167832.0,2555068.0,409432.0,5873759.0,3447351.0,4370213.0,2689778.0,5.12,34.833,0.0,0.0,0.0,0.0,4.39,0.0,18.83,22.79,0.0,99.3,133421110.0
Iraq,2013,13712.932,24217110.0,10184694.0,,,,,,,,9.2,1900000.0,,32500000.0,3245942.8,627833.0,6528330.0,3488763.0,4329891.0,2691559.0,431089.0,6195556.0,3613194.0,4542168.0,2833544.0,5.059,34.14,0.0,0.0,0.05,0.0,4.76,0.0,24.83,28.84,0.0,99.0,141052560.0
Iraq,2014,13536.823,24893644.0,10418231.0,,,,,,,,11.6453,1947700.0,,33000000.0,4828263.0,653898.0,6788757.0,3606067.0,4451134.0,2788552.0,450011.0,6465595.0,3739020.0,4671498.0,2935470.0,4.855,33.329,0.0,0.0,0.06,0.0,2.93,0.0,27.79,37.05,0.0,99.2,137021060.0
Iraq,2015,13516.027,25572030.0,10649918.0,2820000.0,2043000.0,3365500.0,6187100.0,4035200.0,2982600.0,14685000.0,15.2,1997000.0,,33600000.0,5709201.0,677013.0,7015814.0,3694059.0,4555437.0,2839056.0,466692.0,6706778.0,3834509.0,4782798.0,2988319.0,4.737,31.562,0.0,0.0,0.06,0.0,2.55,0.0,31.27,34.87,0.0,99.4,141986560.0
Iraq,2016,15016.092,26252264.0,10879755.0,,,,,,,,19.9,2031000.0,,33400000.0,7655456.0,702387.0,7240504.0,3769397.0,4676050.0,2840809.0,484624.0,6941589.0,3913564.0,4910784.0,2989856.0,5.2,29.816,0.0,0.0,0.06,0.0,3.37,0.0,30.29,46.36,0.0,99.7,152421970.0
Iraq,2017,14417.631,26934348.0,11107742.0,,,,,,,,49.36,3237860.0,4290000.0,33400000.0,10227713.0,732878.0,7468807.0,3838611.0,4813645.0,2805162.0,506478.0,7178433.0,3984946.0,5056309.0,2952031.0,4.802,28.304,0.0,0.0,0.06,0.0,2.18,0.0,32.43,50.9,0.0,99.9,166703890.0
Iraq,2018,14456.235,27618282.0,11333879.0,,,,,,,,33.9,2705030.0,4490000.0,36500000.0,13650049.0,768783.0,7713021.0,3910932.0,4960576.0,2760297.0,532954.0,7439362.0,4063688.0,5211468.0,2904475.0,4.361,27.664,0.0,0.0,0.06,0.0,1.82,0.0,31.95,48.36,0.0,99.9,184776590.0
Iraq,2019,14910.225,28304066.0,11558166.0,,,,,,,,44.3263,2859090.0,4560000.0,37200000.0,18258986.0,805826.0,7960701.0,3983486.0,5098078.0,2716035.0,560542.0,7708501.0,4144734.0,5356641.0,2857572.0,4.36,27.252,0.0,0.0,0.06,0.0,4.96,0.0,32.61,50.32,0.0,100.0,190233920.0
Iraq,2020,12827.635,28991700.0,11780602.0,3539900.0,2631100.0,3871200.0,6710600.0,5462200.0,3573100.0,16254900.0,53.6778,2699760.0,6250000.0,37500000.0,19283664.0,836356.0,8217688.0,4059165.0,5219349.0,2684423.0,578880.0,7982942.0,4228873.0,5484760.0,2824119.0,4.997,26.84,0.0,0.0,0.06,0.0,4.16,0.0,28.02,53.19,0.0,100.0,161115330.0
Iraq,2021,12731.754,29826372.0,11886149.0,,,,,,,,65.0022,2541130.0,6390000.0,40700000.0,21069224.0,862432.0,8486697.0,4143483.0,5316415.0,2675432.0,593788.0,8269234.0,4321671.0,5587365.0,2814651.0,4.579,26.448,0.0,0.0,0.06,0.0,3.35,0.0,32.6,50.16,0.0,100.0,159044850.0
Iraq,2022,13393.675,30668530.0,11984207.0,,,,,,,,78.7156,2392420.0,6390000.0,43700000.0,,886378.0,8774671.0,4235019.0,5387650.0,2687282.0,610930.0,8577276.0,4421421.0,5662689.0,2827196.0,4.164,26.004,0.0,0.0,0.06,0.0,2.65,0.0,33.59,79.29,0.0,100.0,171279220.0
Iraq,2023,12711.062,31518178.0,12074777.0,,,,,,,,,1977360.0,7770000.0,45700000.0,,906314.0,9077044.0,4326809.0,5440156.0,2709576.0,624676.0,8899219.0,4521348.0,5718124.0,2850737.0,4.132,25.728,,,,,,,,,,,176457950.0
Iraq,2024,,33073886.0,12955960.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
